iteration,$U_x$,$U_y$,$U_z$,$p$,$k$,$\omega$
280,0.000843491910213,0.00592023186774,0.00545864270875,0.0184553090807,0.00179262603782,0.000154036863334
281,0.000849254959363,0.00598361380363,0.00550911074851,0.0185425536483,0.00179932318488,0.000153082321708
282,0.000857251257146,0.00605663756576,0.0055606622803,0.0186662658465,0.00181153263566,0.000152520935552
283,0.000867335254274,0.00614185620368,0.00561138015812,0.0187802754584,0.00182520040568,0.000152196087137
284,0.000879074855758,0.00623097435915,0.00565433732166,0.0188829262398,0.00184100480126,0.00015264495669
285,0.000890808388153,0.00631512824803,0.00568737249019,0.0189961426444,0.00186518318319,0.00015438510623
286,0.000902829547346,0.00639355980534,0.00571499855206,0.0192842256137,0.00189477469688,0.000156756737063
287,0.000916583003081,0.00646958701654,0.00574048594271,0.0196897865935,0.00192125527343,0.000158579874909
288,0.000932102044845,0.0065464141254,0.00576569409236,0.0201450667222,0.00194791672041,0.000160225113349
289,0.000948837657216,0.00662644122735,0.00579215601246,0.0205721842357,0.00198331765058,0.000161911469714
290,0.000965009707371,0.00670972636724,0.00582460727984,0.020971646153,0.00201357108401,0.000163520660597
291,0.000980213973855,0.00679734141289,0.00586831388345,0.0214153392184,0.00204561166155,0.000164956758986
292,0.000997361519968,0.00688594647597,0.00591745353795,0.0219030132953,0.00206844186117,0.000166609081388
293,0.00101319203361,0.00696969977365,0.00596901413945,0.0223919619404,0.00209062517071,0.000167693125282
294,0.00102915635928,0.00705377114628,0.00602947431778,0.0227550467929,0.00212337563423,0.000168338995307
295,0.00104559705113,0.00713088222514,0.00609512262141,0.02302355498,0.00215716553028,0.000168995668058
296,0.0010615358213,0.00720786800661,0.00617278987772,0.0231800877434,0.00219196417767,0.000169453788557
297,0.00107815374926,0.00728465434031,0.00626440386534,0.0232288810721,0.00223032337423,0.00017075604866
298,0.00109415341652,0.00737403417544,0.00637396561323,0.023177792426,0.0022706683912,0.000171755236202
299,0.00110895879491,0.00747024625479,0.00650047938118,0.0232015212053,0.00231087024975,0.000173240796517
300,0.00112230632667,0.00757129102156,0.00664162921284,0.0232788443811,0.00234541201622,0.000174759194112
301,0.00113560959811,0.00768085372313,0.00679014700055,0.0234714383097,0.00237675091237,0.000174858514811
302,0.00114739467463,0.00779621311113,0.00693850066521,0.0237207703952,0.00240208520848,0.000174637451197
303,0.0011576635603,0.00791004482466,0.00707133799546,0.023931891983,0.00241688940496,0.000173984737567
304,0.00116716920011,0.00800943910065,0.00718422911427,0.0240902054325,0.00242221013934,0.00017263714137
305,0.00117306770429,0.00809358210183,0.00727102624469,0.0241207534878,0.00242176531993,0.000171844093953
306,0.00117636177813,0.00816298281341,0.00732134699329,0.0239673086902,0.00241911136662,0.000170932151285
307,0.00117830373035,0.00822567538733,0.00733806971698,0.0237245566357,0.00241025599638,0.00017006897141
308,0.0011790456208,0.0082790662164,0.00732312188573,0.0233745763449,0.00239840387804,0.000170028018582
309,0.00117817990442,0.0083261995112,0.0072891530159,0.0230143686542,0.0023840809584,0.00017021222237
310,0.00117674421736,0.00838044749819,0.00724345921208,0.0226638746005,0.0023686750835,0.000170353747109
311,0.001175182707,0.00844923594879,0.00719391014342,0.0223520546424,0.00235011832952,0.00017032590245
312,0.00117289712382,0.00852702649468,0.0071397942553,0.0220655668865,0.00233038418163,0.000169493811074
313,0.00116952267332,0.00862556913839,0.00708558776101,0.0217853441926,0.00231253414214,0.000167431996546
314,0.00116588467203,0.00873283365647,0.00703504039906,0.0215357010312,0.00229547178536,0.00016615918097
315,0.0011610542322,0.00884656399894,0.00699214750586,0.0213636151733,0.00227696513038,0.000164739842793
316,0.00115571445208,0.00895418043579,0.00696772316911,0.0211557801903,0.00225478414741,0.000163189349968
317,0.00114931394868,0.00904736803967,0.00695666790691,0.0209779419664,0.00223257672843,0.000161899750872
318,0.00114227914253,0.00910930803086,0.00694332019076,0.0208056250069,0.00221074171461,0.000160834293872
319,0.00113494882753,0.00913292148336,0.0069321161424,0.0206604341226,0.00218828353646,0.000159100616733
320,0.00112776324698,0.00911159565184,0.00691412030317,0.0205303247414,0.00216668415336,0.000157418980153
321,0.00111970461424,0.0090569757917,0.00689571812959,0.0204692343867,0.00214961377868,0.000155899313948
322,0.00111136333797,0.00896867035384,0.00687830888131,0.0204845021416,0.00213481950178,0.00015469225826
323,0.00110210898389,0.00885874164965,0.00686415785839,0.020525366005,0.00212220231841,0.000153672446344
324,0.00109357409654,0.00875111405471,0.00684919164026,0.0206152875314,0.00210855073947,0.000153150336143
325,0.00108601841313,0.00864395120056,0.00684152352809,0.0207016282705,0.00209525466446,0.000152489313162
326,0.0010804368207,0.00855292364449,0.00684118206437,0.0207835973655,0.00208482694739,0.000151745630562
327,0.00107659969947,0.00847570623444,0.00684957986734,0.0208150568954,0.00208176675537,0.000151466712183
328,0.00107381374397,0.00842010236326,0.00687176893533,0.0207003516912,0.00208251472753,0.000151215359842
329,0.00107328496927,0.00838739984756,0.00690225759093,0.0205602853955,0.0020813308941,0.000150755290731
330,0.00107488268864,0.0083771001622,0.0069405106977,0.0204476723082,0.00207486507461,0.000150660452877
331,0.00107768720209,0.00836941443816,0.00698606026908,0.0203323677841,0.00207075494517,0.000151278719414
332,0.00108055047217,0.00837455973852,0.00703946268007,0.0202688172062,0.00207079701611,0.000151589296724
333,0.00108322742578,0.00838369355237,0.00709594679793,0.0202089978845,0.00207305927448,0.000151709991137
334,0.00108608972318,0.00839058812068,0.0071475432239,0.0202349664161,0.00208237806862,0.000151795498389
335,0.00108777623903,0.00839403144559,0.00718165863313,0.0203078279588,0.00209244006781,0.00015164331049
336,0.00108853397942,0.00839506796865,0.00720107079869,0.0203303615636,0.00210278462424,0.000151481580265
337,0.00108859106505,0.00839029381946,0.00719325712746,0.0203631493942,0.00211772249714,0.000151549321039
338,0.00108832716007,0.00838454506757,0.00715891492872,0.0203590837878,0.00212571382927,0.000151336712066
339,0.00108672573931,0.00836898981452,0.00709912744294,0.020297399918,0.00213132251159,0.000151410893504
340,0.00108407547877,0.00834253850696,0.00703364062792,0.0202616165014,0.00214117798924,0.000151438465052
341,0.00108215330658,0.00830756122611,0.0069598293553,0.0203057702676,0.00215001514297,0.00015091134466
342,0.00108245244755,0.00827183691575,0.0068864313021,0.0203194737884,0.00216163626635,0.000150767559441
343,0.00108306438097,0.00823183085005,0.00681655094515,0.020331684514,0.0021727878534,0.000150668632752
344,0.00108404872241,0.00818298790288,0.00675095114466,0.0203229120168,0.00218599570228,0.000150702627378
345,0.0010860311086,0.00812897977917,0.00668633737713,0.0203119312931,0.00219937796387,0.000151138597847
346,0.00108964601644,0.00807651198736,0.00663622501556,0.0201874623477,0.00221145205957,0.000151155764419
347,0.00109375684288,0.00802896193527,0.00659831191268,0.0200339122746,0.00222595758576,0.000150898939048
348,0.00109820794608,0.00798174701452,0.00657115227834,0.0199369010697,0.00224243192847,0.000150624173498
349,0.0011019577387,0.00793867254187,0.00655920409298,0.0198810964008,0.00225546507356,0.000150320784245
350,0.00110342101602,0.00790209624651,0.00656220621643,0.0197517383076,0.0022657537839,0.000149792066031
351,0.00110316061657,0.00786653695289,0.00657620374494,0.0196329847198,0.00227515396911,0.000149009298461
352,0.00110026002984,0.00783487399846,0.00660219822194,0.0195597324493,0.00228462634412,0.000148189774681
353,0.00109545426385,0.00780828509193,0.00663981108332,0.0195851849883,0.00229146771239,0.000147383518261
354,0.00108961894245,0.00778924771967,0.00668319565498,0.0196685955881,0.00229752528066,0.000146553555062
355,0.00108376202099,0.00777883218467,0.0067254662324,0.0196897481311,0.00230201521573,0.000145755216352
356,0.00107754614612,0.00777025801107,0.00676022737469,0.0196543247789,0.00230641021842,0.000145678483298
357,0.00107084932311,0.00776640296811,0.00677860213767,0.0195849376338,0.00231108545998,0.000145557997666
358,0.00106497773464,0.00777322984193,0.00677595953145,0.0194963343253,0.00231802448348,0.000145400059166
359,0.00106043330002,0.00778637644705,0.00675672029515,0.019381096685,0.00232767647046,0.000145200288095
360,0.00105655020069,0.00780224904331,0.00672620956462,0.0192850317487,0.00233458948662,0.000145202403713
361,0.0010528413957,0.00782247472867,0.00668824327957,0.0191674026358,0.00233944536128,0.000144840682777
362,0.0010490283751,0.00785108440744,0.00664206651235,0.0190893571209,0.00234039176158,0.000144430599527
363,0.00104466396192,0.00788466493835,0.0065958795709,0.0189952647584,0.00234133155907,0.000144215085152
364,0.00103959170082,0.0079193277951,0.0065527929816,0.0189330015246,0.00234206786436,0.000143615262412
365,0.00103344315152,0.00795445930754,0.00651993477651,0.0188698558014,0.00234200371243,0.00014358355473
366,0.0010254088333,0.00798331505008,0.00649856207004,0.0188365409672,0.00233344558317,0.000143457149223
367,0.00101659453406,0.00801227841475,0.00650065966922,0.0188571534997,0.0023249509663,0.000143734652746
368,0.00100694048638,0.00802995440091,0.00652200724324,0.0188787491206,0.00231836420295,0.000143747249521
369,0.000998042616493,0.00803406560404,0.00655271496898,0.0188646895771,0.00231371027891,0.000143628624485
370,0.00098970479624,0.00801668147472,0.00658864669408,0.0189044377753,0.00230510174759,0.000143677828968
371,0.000982237120035,0.00798264218174,0.00662183680176,0.0189772701517,0.00229679433132,0.000143359972642
372,0.00097589929891,0.00793873583801,0.0066476030524,0.0190716395176,0.00228922469205,0.000143289620255
373,0.000969974270571,0.00788875823852,0.00666233645995,0.0191885121443,0.00228330647884,0.000143064750293
374,0.000965187328683,0.00783672003028,0.00666518114023,0.0192711652186,0.00228037627914,0.000142949969858
375,0.000961414687485,0.00777940400255,0.0066512646069,0.0193250037688,0.00227870014005,0.000142757535466
376,0.000958297367199,0.00773397595474,0.00662881841557,0.0193326718721,0.00227641564842,0.000141984665892
377,0.000955528585826,0.00769814360176,0.00660484072954,0.019333030791,0.00227534262528,0.000141788048073
378,0.000953751930649,0.00768787962271,0.00658350560555,0.0193211139003,0.00227372848417,0.000141654122146
379,0.000953577975967,0.00770532731633,0.00657160256408,0.0193137356143,0.00227158539264,0.000141545598012
380,0.000955142878682,0.00775303425454,0.0065656348616,0.0192935949572,0.00227099421382,0.000141495364804
381,0.000957876300316,0.00782196081772,0.00656245656721,0.0192973053355,0.00227085930942,0.00014126505309
382,0.000962215574169,0.00790726087758,0.0065679961704,0.0193230697744,0.0022710058561,0.000141080763592
383,0.000967207662539,0.00800650351882,0.00658329079494,0.0193370945815,0.00227158620271,0.000140951849599
384,0.000972185612465,0.00810847058974,0.0065998775639,0.0193378116307,0.00226941072339,0.000140728074507
385,0.000976777218741,0.00820632991164,0.00661279166874,0.0193473450679,0.00226405125118,0.00014038454314
386,0.000979636580074,0.00829049519871,0.00662194792338,0.019295447934,0.00225730874367,0.000139814315665
387,0.000980420474153,0.0083658996301,0.00663135561568,0.0192749346482,0.0022470473938,0.000139232385174
388,0.000980281010733,0.0084254765983,0.00663797601932,0.0192566971584,0.0022374002499,0.000138335598888
389,0.000979130984161,0.00846528710059,0.0066440017252,0.0192418370542,0.00222879237282,0.000137878326227
390,0.000977539270743,0.00848616325696,0.00665059339011,0.019238303641,0.00221872455009,0.000137216918925
391,0.000975911933827,0.00848747024371,0.00665807511874,0.0192967075138,0.00220784318519,0.000136554879503
392,0.000974002933038,0.00847828573795,0.00666426360444,0.0193567775744,0.00219541482285,0.000135879617329
393,0.00097252250397,0.0084510903526,0.00665730455576,0.0194430171851,0.0021821211796,0.000135502985086
394,0.000972457416693,0.00841286755571,0.00664550409275,0.0196067293679,0.00216800118896,0.000135657429339
395,0.000972758917427,0.00836069305772,0.00662446264202,0.0197622314263,0.00215099928672,0.000136351006067
396,0.00097244214223,0.00830417881467,0.00660093705043,0.0199297677856,0.00213050181788,0.000136923693217
397,0.000972184071452,0.00824742383365,0.0065786676829,0.0201103299996,0.00210967279502,0.000137508761829
398,0.000973022135492,0.00819539463736,0.00656576824137,0.0202398268496,0.00208687563228,0.000138228653914
399,0.000974080038906,0.00816661154753,0.00655401626291,0.0202492344054,0.00206659833672,0.000138630174506
400,0.00097513457014,0.0081550382611,0.00654501179519,0.0201675029404,0.00204898496592,0.000139278339539
401,0.000975946097945,0.00815009848047,0.0065354293957,0.0200284282177,0.00203418167051,0.000140006755176
402,0.000975101323081,0.0081461494442,0.00651835009091,0.0198745733056,0.00201938047713,0.000140364981397
403,0.000971969570814,0.00813595973613,0.00649825173873,0.0197822732796,0.0020093335353,0.000140740805161
404,0.000967905007075,0.00811935716589,0.00646710617527,0.0197486482471,0.00200043579564,0.000140741778038
405,0.000963237756063,0.00808314913585,0.00642409301732,0.0196804562188,0.00199407510061,0.000140336187444
406,0.000958624808999,0.00803758718807,0.00637358178707,0.0196150982398,0.00198381669116,0.000139857878868
407,0.000953774212935,0.0079897942506,0.00631651237059,0.0195629479856,0.00197193805177,0.000139378300227
408,0.000949783568878,0.00793681738471,0.00625794339188,0.0194648064444,0.00195789821967,0.000139231189297
409,0.000945910639593,0.00788569641121,0.0062060452655,0.0194335509118,0.00194275591523,0.000139005989399
410,0.000942008380953,0.00783069547963,0.00616047313475,0.0194701619025,0.00192835161635,0.000138872319549
411,0.000938690279833,0.00777996417633,0.00612447905948,0.0195094704327,0.00191372388728,0.000138968194648
412,0.000936707681936,0.00772917769282,0.00609993814598,0.0196081624857,0.00189887128167,0.000138775696219
413,0.000935209907074,0.00767669406703,0.00608872540841,0.0197368626552,0.00188408183,0.000139023623746
414,0.000933610375938,0.00761713720089,0.00609134090391,0.0198841399283,0.00186878444006,0.000139678102682
415,0.000931643434862,0.00753758479014,0.00608936635839,0.0200237888598,0.00185378912866,0.000140205903498
416,0.000928482457465,0.00743050960283,0.00608389659233,0.0201679389189,0.00184090684322,0.000141105998238
417,0.000924454301998,0.00729978710665,0.00607404272527,0.0203636703459,0.00182799527034,0.000141931097196
418,0.000919555155498,0.00715968153863,0.00606133658982,0.020613355813,0.00181399021064,0.000142576153983
419,0.000913225168474,0.00701176055343,0.00604576206506,0.0208707862577,0.0017989116229,0.000142937917739
420,0.000905454689108,0.00687166390639,0.0060260674301,0.0210227097623,0.00178202988524,0.000143416441933
421,0.000897318158333,0.00674556953295,0.00600763581159,0.0210853924474,0.00176528353125,0.000143671180843
422,0.00088929264204,0.00663857753009,0.00598878620713,0.0210509783823,0.00174793891231,0.000143635185005
423,0.000881316088208,0.00654880237123,0.00596775240068,0.0209614086275,0.00173042246522,0.00014407935144
424,0.000873222454117,0.00647754973641,0.00594442256887,0.0208334801067,0.00171470801689,0.000144232815532
425,0.000865638927704,0.00643086399585,0.00591257622724,0.0206890522925,0.00169862372273,0.000144187295175
426,0.000858667402363,0.006403928117,0.00588058001686,0.0205585718389,0.00168418986005,0.000143834742124
427,0.000852134962623,0.00640041464666,0.00584626586033,0.0204427503835,0.00167043674039,0.000143813174688
428,0.00084625614339,0.00641422318765,0.00580553925247,0.0202311717988,0.00166111807609,0.000143681846034
429,0.000840891390924,0.0064287869998,0.00575539561481,0.0199491267534,0.00165277371478,0.000143309152888
430,0.00083617326961,0.0064331447586,0.00570347197119,0.0196865166658,0.00164433379427,0.000142572253177
431,0.000830947684806,0.00643327773293,0.005647643558,0.0194787678425,0.00163768619443,0.000141561124003
432,0.000825851973814,0.0064196856996,0.00558806983066,0.019309359012,0.00163237012026,0.000140664702515
433,0.000820439461399,0.00638860696541,0.00552408592379,0.0191806253629,0.00162537514186,0.000139669480433
434,0.000814212272534,0.00634893189601,0.00546460838808,0.0190780345492,0.00161642709715,0.000138944763391
435,0.000806260942227,0.00629826122958,0.00540715932222,0.018967076618,0.00160770004398,0.000138536001472
436,0.000796642776449,0.00623696607506,0.00535462932449,0.0188177016095,0.00159881362472,0.000137933018369
437,0.000786104958769,0.00617091821561,0.00529919648072,0.0186478120673,0.00159163443555,0.000137156347118
438,0.000775847049252,0.00609573939228,0.00524354621381,0.0184607894177,0.00158560989076,0.000136649684239
439,0.000765782333034,0.00601897733676,0.00518256422659,0.018316645819,0.00158102969898,0.000136474303335
440,0.000757158074169,0.00595249603501,0.00511726356122,0.0182350135527,0.00157495711631,0.000136277535854
441,0.000749676233689,0.00589767570236,0.00505344014948,0.0182147636557,0.00157040483275,0.000135902409369
442,0.000742916773248,0.00585448932472,0.00499503299563,0.0182487214872,0.00156821421714,0.000135877869591
443,0.000737817464001,0.00582198258866,0.004942199796,0.0182682877317,0.00156667963119,0.000135807510029
444,0.00073449202122,0.00579909215576,0.00489321990821,0.018269244857,0.00156579828637,0.000135904415085
445,0.000732270662666,0.00578316667439,0.00485153033792,0.0182264027258,0.00156070585037,0.000136313129571
446,0.000730037602364,0.00576638974145,0.00481477861743,0.0181746622443,0.00155493299411,0.000136386750646
447,0.000728145520567,0.00575338362579,0.00478383504573,0.0181316496302,0.00154904818908,0.000135972158772
448,0.000725448735401,0.00574499664867,0.00476268256227,0.0181141025205,0.00154171666045,0.00013568372687
449,0.000722338220255,0.00573237749563,0.00474969703059,0.0180562832788,0.00153353644625,0.000135250351642
450,0.000719179366205,0.00572253554748,0.00474243160975,0.0180169910446,0.00152480897576,0.000134635190031
451,0.000716416961556,0.00571534513047,0.00473454692387,0.0180196152709,0.00151599464369,0.000133671836734
452,0.000713470258298,0.0057122152821,0.00472255531272,0.0180141937744,0.00150693743249,0.000132925974153
453,0.000710343260297,0.0057089509214,0.00470822852656,0.0180181857417,0.00149950381801,0.000132371833103
454,0.000707701040676,0.00571135634397,0.00469101352212,0.0180006938207,0.00149115103613,0.000132113361708
455,0.000705708747614,0.005716419647,0.00467020307765,0.0180102170898,0.00148341412202,0.000132707838611
456,0.000704445933503,0.00572131157713,0.00464416778625,0.0180724875161,0.00147605788924,0.000133258345693
457,0.000704576514267,0.00572497628834,0.00461423828614,0.01809967708,0.00147124267579,0.000133790697089
458,0.000706315338129,0.00572531808707,0.00458334910552,0.0181633924445,0.0014679725082,0.000134893921383
459,0.000709305632795,0.00572213546261,0.00454905577035,0.0182622983947,0.00146581456786,0.000135904158908
460,0.0007134772235,0.00572101513217,0.0045155324615,0.018352320778,0.00146808503412,0.000136974502986
461,0.000717343995939,0.00572274728725,0.00448366352977,0.0184647169373,0.00147279985692,0.000137738119876
462,0.000720573134542,0.0057311240723,0.0044518883307,0.0185890733336,0.00147766976062,0.000138250139417
463,0.000722752781243,0.00574691159947,0.00442036202462,0.0187057336907,0.00148324462134,0.000138292963433
464,0.000724724275746,0.00576220647977,0.00438933416789,0.0188165035862,0.00148906966632,0.000138133606376
465,0.000726514459856,0.00578310637655,0.00436513353371,0.0189098163858,0.00149490128816,0.000137902561704
466,0.000728071955511,0.00580887516752,0.00434407054648,0.019013830264,0.00150161681611,0.000137654313842
467,0.000730793925143,0.00583188948754,0.00433016965608,0.0191246099809,0.00150648745548,0.000137438212275
468,0.000733677150606,0.00585117920869,0.00431744106849,0.0192549910772,0.00151050004996,0.000136751051271
469,0.000735953902922,0.00586228509759,0.00430422793785,0.0193622191416,0.00151116695449,0.000136261028844
470,0.00073684987477,0.00586052855553,0.00429094131975,0.0194056122906,0.00150957076511,0.000135800648441
471,0.000736736764613,0.00585236352505,0.00427432020211,0.0194029426423,0.00150662665624,0.000135529132749
472,0.000735715900756,0.00583404970641,0.00424912951796,0.0193186444006,0.00150031341099,0.000135975103589
473,0.000733930913271,0.005803668695,0.00421969277582,0.0191890465631,0.0014910008051,0.000135683237773
474,0.000731534613736,0.00577089207842,0.00418763659522,0.0190827378042,0.00148117688822,0.000135101998004
475,0.000728261003706,0.00574638166479,0.00415489189496,0.0189813696585,0.0014715691468,0.000134029147033
476,0.000724805676265,0.00572425272835,0.00412934855423,0.0188545435139,0.00146231794526,0.000132938666681
477,0.000721163691663,0.00570256062225,0.00410769596725,0.0187196827331,0.00145639506982,0.000132054329927
478,0.000717895526861,0.00568841134905,0.00408583700596,0.0186244707511,0.00144951979651,0.000131161368516
479,0.000715224695444,0.00568646783274,0.00406593432404,0.0184455257898,0.00144251083428,0.000130619185085
480,0.000712878031894,0.00569436900185,0.00404792789379,0.0182365921495,0.00143610192935,0.000130186313223
481,0.000711008613257,0.0057051117582,0.00403041620551,0.0180665620918,0.00142896573937,0.000129505917936
482,0.000709632692758,0.0057150456905,0.00401497263603,0.0179577920083,0.0014243628895,0.000129454680493
483,0.000709357886068,0.00572339768729,0.00400039369013,0.0178642594521,0.00142143390948,0.000129474990461
484,0.000708993059444,0.00572792866179,0.00398817319949,0.0178010002819,0.0014206310826,0.000129551534439
485,0.00070907574456,0.00572496148267,0.00397192207952,0.0177152811471,0.00142169561243,0.000129358644534
486,0.000709184586605,0.00571917176209,0.0039506250741,0.0176033413855,0.00142209609144,0.000129540166879
487,0.000708861540471,0.00570517041469,0.00392360253078,0.0174888910361,0.00142481901905,0.000129683446941
488,0.000708846738474,0.00568080228992,0.00389697927594,0.017380568338,0.00142902713406,0.000129385664206
489,0.000708220824795,0.00564629721556,0.00386888303247,0.0173256217926,0.00143219508641,0.000129012401957
490,0.000706711656564,0.00560825215828,0.00384609037668,0.0173284625954,0.00143298210887,0.000128504542788
491,0.000704619603168,0.00556369935612,0.00382827661196,0.0173179613753,0.00143550395481,0.00012809409099
492,0.000702061043527,0.00552345707538,0.00381803296856,0.0173232634899,0.00144146282848,0.000127579399856
493,0.000700055224294,0.00548323316726,0.00381562755971,0.017301086883,0.00144908776425,0.000127194795605
494,0.000699343816392,0.00545081164166,0.00382511111702,0.0172967141912,0.00145780779627,0.000127130732587
495,0.000699514082849,0.00542665938212,0.00384394993962,0.017306923594,0.00146867412997,0.000127230402489
496,0.000700963424763,0.00541470391976,0.00387347078236,0.0173321728855,0.00148133246371,0.000127355875113
497,0.000703385888054,0.00540633723077,0.00391606272636,0.0173168756545,0.00149497617176,0.000127760963624
498,0.000706477493144,0.00540334859832,0.00396507782565,0.0173120099007,0.00150828895806,0.000128536281411
499,0.000709754380224,0.00539745737578,0.00401706304826,0.0172625308799,0.00152303635083,0.000129335010971
500,0.000713387665097,0.00539005140287,0.00406793341636,0.0172238311325,0.00153711593757,0.00012971247133
501,0.000716384025543,0.00538327288197,0.00411538279407,0.0171657168324,0.00154667605634,0.000129518993815
502,0.000719050067767,0.0053742771244,0.00415528937741,0.0170267049884,0.00155466777146,0.000129260209681
503,0.000720671698052,0.00536562367891,0.00418446682184,0.0168517131492,0.00156251168767,0.000128984645562
504,0.000721357266058,0.00535853133893,0.0041990468725,0.0166902687263,0.00156736453994,0.000129443155996
505,0.000721948431268,0.00535888018801,0.00420352814738,0.0165857766992,0.00157332308755,0.00012936673919
506,0.000722692118249,0.00536448273702,0.00419622008594,0.0165357143133,0.00157994980225,0.000129886608053
507,0.000724567826188,0.00538741605677,0.00418187631564,0.0164717935332,0.00158768473776,0.000131200517083
508,0.000727734985489,0.00543452625155,0.00416840202913,0.0164143650868,0.00159451019375,0.000131744439463
509,0.000732324759869,0.00549891164426,0.00415777540322,0.0163619477828,0.00160303673591,0.000132198305713
510,0.000737795456792,0.0055812128072,0.00415211403491,0.0163300992701,0.00161393865348,0.000132255285773
511,0.000743973275296,0.00567619397116,0.00415616986381,0.016357108864,0.00162612033871,0.000132716150796
512,0.000751163339759,0.00577951618293,0.00417272962384,0.0164410595914,0.0016415294246,0.000132905917273
513,0.000758340688413,0.00588873263614,0.00420007226926,0.0165389556577,0.00165427562921,0.000132721850292
514,0.000765186582103,0.00599271599163,0.00423584986271,0.0166872823603,0.00166511964438,0.000132845208842
515,0.000772045517826,0.00608722522116,0.00428134297604,0.0168723150296,0.0016745487972,0.000133395055107
516,0.000778785673191,0.00616815410355,0.00433600265619,0.0170842710749,0.00168707491976,0.000134756075484
517,0.000785030825108,0.00624444324199,0.00439887308199,0.0173069534568,0.0016985776652,0.000135824738511
518,0.000791188638744,0.00628865447641,0.00446219167645,0.0175129422335,0.00170493669334,0.000136646905487
519,0.000796922237635,0.00630769776832,0.00452099367013,0.0176719028077,0.0017114704371,0.000137743076837
520,0.000800995527113,0.00630948220242,0.00457826684485,0.0177959226667,0.00171377078759,0.000138487190718
521,0.000803599722522,0.00628989768348,0.00463169780026,0.0179082146973,0.00171293206246,0.000139496571171
522,0.000804347158131,0.00625352262352,0.00467240473063,0.0178972157331,0.001709712339,0.000140526949099
523,0.000803874627676,0.00621497534143,0.00471341381725,0.0178246281245,0.00170095446896,0.000140412111634
524,0.000801153181201,0.00617068526129,0.00475352081447,0.0176757203432,0.00168808459036,0.000140058982844
525,0.000797694659488,0.00612754485885,0.00479170397337,0.0174323328282,0.00167692078274,0.000140183754433
526,0.000793112717427,0.00609574379261,0.00482506289142,0.0171856913103,0.00166141524055,0.000140007098781
527,0.000787799287561,0.00607320881959,0.00484518055416,0.0169578651533,0.0016450726734,0.000139697463804
528,0.000782108926901,0.0060572142629,0.00485821062618,0.0167917534837,0.00162766936598,0.000139610868492
529,0.000777024424955,0.00605482924071,0.00486097114177,0.0166751177909,0.00161211952765,0.000139841600394
530,0.000771828430967,0.00607026062297,0.00485121733105,0.0165866992001,0.00159835761785,0.000139644503345
531,0.000766740638023,0.00609974075461,0.00483648081601,0.01653895421,0.00158901767423,0.000140035298604
532,0.000762137772221,0.00612866913612,0.00480911868568,0.016549353137,0.00157655707184,0.000139919852214
533,0.00075772524405,0.00616845704102,0.00477977344624,0.0166044343115,0.00156654810422,0.000139814139847
534,0.000753184902417,0.00621611586913,0.00474822817213,0.0166512182607,0.00156136145519,0.000139989240277
535,0.000748853748457,0.00626651873617,0.00472491953503,0.0166565674898,0.00155881112256,0.000139952228234
536,0.000743963323694,0.00632237319974,0.00470781091474,0.0166781548593,0.00155791645754,0.000139536382928
537,0.000738283967618,0.00636458454663,0.00469550207554,0.0167454931758,0.00155938736374,0.000139615084616
538,0.000732212662006,0.00638266012481,0.00468836521724,0.0168231045168,0.0015566068341,0.000139589980442
539,0.000727298998287,0.0063769735015,0.0046859528652,0.0168787379623,0.00155524973332,0.000140162754737
540,0.000723463394961,0.0063471641412,0.00468284516877,0.0169641336323,0.00155620770509,0.000140410279379
541,0.000720123501298,0.00628752259053,0.00467475277465,0.0170710564327,0.00155493046784,0.000140782401629
542,0.000717914867682,0.0062041135477,0.00466389531383,0.0171567662508,0.00155068100986,0.000141669241427
543,0.000716614365685,0.00609857232408,0.00465180590751,0.0172051497451,0.00154831436881,0.000142152209252
544,0.000715800065224,0.00598235965659,0.00464035366029,0.0172406802244,0.00154455312853,0.000142323256186
545,0.000715793811085,0.00586616048268,0.00463255513712,0.0173069131134,0.00154286498323,0.000142919392397
546,0.000715519686951,0.00576440152223,0.00462968241885,0.0174205271669,0.00154138145887,0.000142958541415
547,0.000715432366275,0.00567797201478,0.0046296185435,0.017513000608,0.00154113168319,0.000143477118141
548,0.000716041238485,0.00562018703863,0.004631230283,0.0176570363831,0.00154340771912,0.000144067512999
549,0.000716483691999,0.00559116129088,0.00463660100879,0.0177149977293,0.00154587560129,0.000144442024498
550,0.000716617649825,0.00559102085022,0.00464668015755,0.0177132091011,0.00154983112782,0.000144716715747
551,0.00071715976623,0.00562183440892,0.00466421715614,0.0176590566963,0.00155838908991,0.000144890110151
552,0.000718749595833,0.00568729978554,0.00469745906993,0.0175465504794,0.00157001018191,0.000145069550627
553,0.000721528594568,0.00577825545396,0.0047504240868,0.0174296094024,0.00158583648268,0.000145914378907
554,0.000725613761299,0.00589035517631,0.0048199703173,0.0173128639886,0.00160622816963,0.000147045421399
555,0.000730769529511,0.00602084534419,0.00489801633656,0.0172254592589,0.00162742708452,0.000147582848043
556,0.000737088865926,0.00616146255823,0.00498207475841,0.0171641623541,0.00164818693411,0.000148018266094
557,0.000743817653903,0.00630039317138,0.00506780122888,0.0171770357273,0.00166844442409,0.000147995695498
558,0.000751285058111,0.00642957897118,0.00515578873128,0.0172667179516,0.00169185508999,0.000148030182047
